text,label
"Tahukah Anda stroke adalah suatu masalah kesehatan berbahaya yang merupakan pembunuh nomor 3 di dunia? Oleh karena itu sangat penting mengetahui tips mencegah stroke sejak dini dan mengetahui pertolongan pertama jika seseorang terkena stroke. Hal ini dikarenakan selain dapat  menyebabkan kematian, stroke juga dapat menyebabkan kecacatan. Secara umum stroke adalah adalah suatu kondisi dimana rusaknya sebagaian otak. Hal ini terjadi karena pembuluh darah arteri yang mengalirkan darah ke otak mengalami penyumbatan, bocor, rusak ataupun robek. Cara pencegahan stroke yang dapat Anda terapkan dalam kehidupan sehari-hari adalah mulai menjalani gaya hidup sehat. Jika Anda memiliki riwayat diabetes dan tekanan darah tinggi sebaiknya Anda mengurangi asupan gula dan juga garam. Lantas apa yang sebaiknya dilakukan ketika melihat seseorang mengalami stroke? Banyak sekali orang yang tidak tahu dan bingung apa yang harus dilakukan bila melihat orang lain mengalami gejala stroke. Padahal pertolongan pertama sangatlah dibutuhkan guna untuk mencegah hal yang tidak diinginkan. Berikut adalah pertolongan pertama pada orang yang terserang stroke yang dapat Anda lakukan Pertolongan Pertama Pada Stroke Jangan dipindahkan Langkah pertama yang harus Anda lakukan adalah jangan memindahkan penderita dari tempat asal ke tempat lain seperti ke kamar tidur dan lainnya. Mengapa demikian? Hal ini dikarenakan dapat memungkinkan pecahnya pembuluh darah yang ada di dalam otak. Dalam kondisi ini, sebaiknya Anda membantu agar penderita tidak terjatuh kembali. Tusuk ujung jari dengan jarum Langkah kedua adalah dengan cara menusuk semua ujung jari dengan menggunakan jarum. Sebaiknya gunakanlah jarum suntik agar lebih steril. Akan tetapi jika tidak ada, Anda dapat memanfaatkan jarum lainnya seperti jarum jahit dan jarum pentul. Untuk mensterilkan jarum tersebut sebaiknya Anda membakarnya terlebih dahulu. Kemudian tusukkan jarum tersebut ke seluruh ujung jari. Ushakan agar darah dapat keluar. Jika tidak bisa, Anda dapat menekan jari-jari tersebut. Dengan cara ini, penderita akan sadar dalam jangka waktu sekitar 10 menit. Tarik dan tusuk telinga dengan jarum Pertolongan selanjutnya adalah dengan cara menarik kedua telinga dan menusuknya dengan menggunakan jarum. Hal dilakukan ketika mulut dan wajah penderita terlihat kurang normal. Caranya, tarik kedua telinga penderita hingga terlihat kemerahan. setelah itu, tusuklah ujung bawah kedua telinga dan lakukan hal tersebut 2 kali. Dalam beberapa menit penderita akan kembali normal dan sadar. Cari pertolongan medis Setelah kondisi penderita mulai pulih, segeralah  mencari pertolongan medis. Bawa penderita ke klinik ataupun rumah sakit terdekat untuk mendapatkan tindakan lebih lanjut. Nah itulah beberapa pertolongan pertama pada orang yang terserang stroke yang dapat Anda lakukan.",1
"Stroke merupakan penyakit saraf yang paling sering mengakibatkan cacat dan kematian. Disamping menduduki peringkat utama diantara segolongan penyakit saraf yang mengakibatkan kematian, stroke juga merupakan salah satu dari tiga penyebab utama kematian pada umumnya. 
Dari berbagai fakta tersebut menunjukkan bahwa sampai saat ini, stroke masih merupakan masalah utama di bidang neurologi maupun kesehatan pada umumnya. Untik mengatasi masalah krusial ini, diperlukan strategi penanggulangan stroke yang menbcakup aspek preventif, terapi rahabilitasi, dan promotif. Sebenarnya kasus stroke sudah terjadi sejak dahulu, Hal ini dibuktikan dengan adanya pertolongan pertama pada kasus stroke berdasarkan pengobatan tradisional Cina dengan teknik akupunktur, namun teknik ini pernah terlupakan, sehingga dampak yang ditimbulkan menjadi semakin besar.
Sebagaimana diketahui, orang yang mendapat serangan STROKE, seluruh darah di tubuh akan mengalir sangat kencang menuju pembuluh darah di otak. Apabila kegiatan pertolongan diberikan terlambatsedikit saja, maka pembuluh darah pada otak tidak akan kuat menahan aliran darah yang mengalir dengan deras dan akan segera pecah sedikit demi sedikit. Pertolongan Pertama Pada Stroke (Dengan cara mengeluarkan darah pada setiap ujung jari tangan dan ujung daun telinga). Ada satu cara terbaik untuk memberikan pertolongan pertama kepada orang yang mendapat serangan STROKE. Cara ini selain dapat menyelamatkan nyawa si penderita, juga tidak menimbulkan efek sampingan apapun. Pertolongan pertama ini dijamin merupakan pertolongan GAWAT DARURAT yang dapat berhasil 100%. Dalam menghadapi keadaan ini keluarga jangan sampai panik, tetapi harus tenang. Sipenderita harus tetap berada ditempat semula dimana ia terjatuh (mis: dikamar mandi, kamar tidur, atau dimana saja). JANGAN DIPINDAHKAN !!! sebab dengan memindahkan si penderita dari tempat semula akan mempercepat perpecahan pembuluh darah halus di otak. 
Penderita harus dibantu mengambil posisi duduk yang baik agar tidak terjatuh lagi, dan pada saat itu pengeluaran darah dapat dilakukan. Untuk yang terbaik menggunakan JARUM SUNTIK, namun apabila tidak ada, maka JARUM JAHIT / JARUM PENTUL / PENITI dapat dipakai dengan terlebih dahulu disterilkan dulu dengan cara dibakar diatas api. Segera setelah jarum steril, lakukan PENUSUKAN pada 10 UJUNG JARI TANGAN. Titik penusukan kira-kira 1mm dari ujung kuku. Setiap jari cukup ditusuk 1 kali saja dengan harapan setiap jari mengeluarkan 1 tetes darah. Pengeluaran darah juga dapat dibantu dengan cara dipencet apabila darah ternyata tidak keluar dari ujung jari. Dalam jangka waktu kira-kira 10 menit, si penderita akan segera sadar kembali. Bila mulut sipenderita tampak mencong / tidak normal, maka KEDUA DAUN TELINGA sipenderita HARUS DITARIK-TARIK sampai berwarna kemerah-merahan. Setelah itu lakukanlah 2 KALI PENUSUKAN pada masing-masing UJUNG BAWAH DAUN TELINGA sehingga darah keluar sebanyak 2 tetes dari setiap ujung daun telinga. Dengan demikian dalam beberapa menit bentuk mulut sipenderita akan kembali normal. Setelah keadaan sipenderita pulih dan tidak ada kelainan yang berarti, maka bawalah sipenderita dengan hati-hati ke dokter atau rumah sakit terdekat untuk mendapatkan pertolongan lebih lanjut. ",1
"menurut salah seorang professor asal Cina, anda harus senantiasa memiliki dan menyimpan sebuah jarum di dalam rumah. Karena dapat dimanfaatkan untuk mengatasi orang yang terkena stroke. Ketika seseorang mengalami stroke, pembuluh rambut otaknya secara perlahan akan tersobek. Maka dari itu, pertolongan pertama sangat dibutuhkan. Berikut ini langkah-langkah yang harus anda lakukan, seperti dilansir dari Lifehealthandfood.com Tetap tenang. Bagaimana pun posisi pasien, anda tidak boleh memindahkan atau menggerakannya. Karena jika tidak, anda akan menyebabkan kapileri otaknya akan meledak dan terjadi pendarahan di dalam otak. Menggunakan suntik akan lebih baik, namun sebagai alternative bisa memanfaakan jarum jahit. Panaskan jarum tersebut dengan lilin atau korek api untuk mensterilkannya. Dengan jarum itu, tusuk kesepuluh ujung jari pasien dengannya. Tidak dibutuhkan ahli dalam akupuntur. Namun pastikan, jika tusukan anda beberpa millimeter agak jauh dari kuku. Lakukan hal tersebut hingga darah keluar dari jari-jarinya Jika darah tidak keluar, diremas atau dipijat hingga keluar darah. Ketika darah telah mengalir dari kesepuluh jarinya, tunggu beberapa menit, insya Allah, pasien akan siuman dan sadar. Jika anda perhatikan mulut pasien berubah, mulailah pijat kedua telinganya hingga darah mengalir ke situ dan terlihat telinganya menjadi merah. Tusuk pada bagian lembut di telinga dengan menggunakan jarum, hingga dua tetes darah jatuh dari masing-masin telinganya. Setelah beberapa menit, Insya Allah mulutnya tidak akan lagi berubah. Ketika anda pastikan tidak ada lagi gejala-gejala aneh pada diri pasien dan sudh kembali normal, bawalah ke rumah sakit.",1
"Serangan stroke bisa terjadi pada siapa saja dan kapan saja. Stroke terjadi lantaran adanya penyumbatan atau pecahnya pembuluh darah di otak. Selama ini beredar kabar yang menyarankan kita agar menusuk ujung jari penderita stroke untuk mengatasi penyumbatan dan membuat peredaran darah menjadi lebih lancar. Benarkah hal tersebut? Menurut Rocksy F.V. Situmeang, Dokter Spesialis Saraf, Siloam Hospitals Lippo Karawaci, cara tersebut adalah keliru. Menusuk jari pasien stroke dengan jarum bahkan harus dihindari. Menusukkan jarum pada jari pasien stroke hanya akan menimbulkan nyeri, dan dapat meningkatkan tekanan darah. Hal tersebut justru dapat membahayakan nyawa. Apabila ada keluarga atau kerabat yang terserang stroke, sebaiknya Anda segera membawanya ke rumah sakit untuk mendapatkan penanganan yang tepat, ucap Rocksy. Itu merupakan satu-satunya cara untuk menghadapi stroke. Empat jam pertama setelah serangan stroke terjadi merupakan masa yang sangat menentukan dalam penanganan stroke selanjutnya. Semakin cepat pasien stroke dibawa ke rumah sakit, semakin besar kemungkinan mereka untuk diselamatkan. Kecepatan membawa pasien stroke ke rumah sakit juga dapat menurunkan risiko terjadinya kecacatan pascastroke. Beberapa gejala serangan stroke yang patut Anda waspadai adalah kelemahan pada salah satu sisi anggota gerak, kesulitan bicara atau mengerti pembicaraan, bicara pelo, gangguan pada penglihatan, hingga nyeri kepala yang hebat secara mendadak.",0
"Akhir-akhir ini kita sering mendapat broadcast informasi via BBM tentang Cara pertolongan pertama pada penderita Stroke, bunyi pesan broadcast tersebut kira-kira sebagai berikut: orang yang kena STROKE mendadak (jatuh dr WC dsb), pembuluh darah ke otak akan pecah sedikit demi sedikit. Ingat, untuk mengatasi hal ini janganlah gugup / panik. Jika korban berada di tempat kejadian seperti dikamar mandi / ruang tidur / ruang tamu dll. Jangan dipindah2kan ke tempat lain, karena akan percepat pecahnya pembuluh darah, dan janganlah sampai penderita terjatuh lagi. Cara pertolongan pertama pada penderita Stroke adalah dengan mengeluarkan darah korban dengan menggunakan jarum yang telah dibakar/disteril yang kemudian ditusukkan ke ujung setiap jari masing2 sampai darahnya keluar 1-2 tetes. Kalau darahnya tidak keluar dapat diurut sampai keluar, sesudah itu korban akan sadar setelah beberapa menit kemudian. Jika korban mulutnya miring, tariklah kedua daun telinganya sampai merah dan langsung tusuk bagian bawah daun telinga dengan jarum steril sampai darah keluar 1-2 tetes. Setelah korban sadar dan mulutnya sudah pulih kembali, barulah dibawa ke dokter / rumah sakit. Biasanya orang yg terkena Stroke pembuluh darahnya akan lebih cepat pecah karena goncangan dalam perjalanan ke rumah sakit / dokter. Orang tersebut dapat tidak sadar kembali / pingsan dan biasanya akan cacat / lumpuh. Ingat ya, cara pertolongan pertama pada penderita Stroke adalah dengan cara MENGELUARKAN DARAH dari jari orang yang terkena STROKE, maka kita sudah bisa menolong orang tersebut dari penyakit STROKE yang menimpanya. Untuk mendapatkan informasi yang akurat demi kepentingan bersama, CuitNews melakukan penelusuran dan mencari berbagai referensi tentang benar atau tidaknya broadcast diatas. Berikut ini hasil rangkuman informasi yang CuitNews dapatkan dari berbagai sumber: dr. Ahmad Yanuar, SpS menepis kebenarannya. Sejauh ini tidak ada penelitian seperti itu, tidak diketahui efektif atau tidaknya tindakan tersebut, kata dokter saraf dari Universitas Indonesia tersebut kepada detikHealth. Hal ini juga diperkuat oleh dr. Fritz Sumantri, SpS. Yang harus digarisbawahi adalah kedokteran berangkat dari penelitian dan uji coba. Adapun cara di luar itu belum ada penelitiannya. Setidaknya keamanannya belum terjamin. Sampai saat ini ilmu kedokteran tidak mengenal cara seperti itu, sehingga kita juga tidak tahu efektivitasnya, tegasnya. Satu-satunya tindakan yang harus segera dilakukan adalah dengan membawa ke rumahs sakit dan diberikan tindakan reperfusi pada jam-jam tercepat. Sekitar 3 - 6 jam setelah kejadian, pasien harus segera dilarikan ke rumah sakit untuk mendapatkan tindakan medis, tambah dr Ahmad. Pasien harus segera mendapatkan pemeriksaan lengkap mengenai kondisinya. Sehingga, tusuk jarum pada jari atau pun tusuk dibagian bawah telinga bukanlah cara yang tepat sebab tidak akan menghilangkan penyumbatan atau perdarahan yang terjadi di otak pasien. Hal serupa pun ditegaskan oleh dr Fritz Sumantri, SpS. Ia berkata bahwa pasien harus langsung dibawake rumah sakit bukan ditusuk jarum atau hanya membawa ke klinik. Tidak benar jika pasien tidak boleh dipindahkan ke mana-mana, justru harus segera dibawa ke rumah sakit. Bahaya dari cara tusuk jarum tersebut memang tidak ada, hanya saja jika pasien cepat dibawa ke rumah sakit kemungkinan sembuhnya juga akan cepat dan tidak terlambat penanganannya, katanya. Di situ dikatakan bahwa hal ini akan meredakan tekanan darah dan menghilangkan gejala. saran ini tidak memiliki dasar ilmiah, bahkan berbahaya. Memaksa korban stroke untuk duduk bukan sebuah ide yang baik karena akan mengakibatkan penurunan tekanan darah. Sebaiknya biarkan korban tetap berbaring. Menusuk jari korban juga ide buruk, bukan hanya karena sia-sia, tetapi juga karena hanya akan membuang waktu. Semakin cepat menghubungi petugas medis semakin baik, pasien stroke harus secepatnya dirawat dengan tepat, setiap menit akan sangat berharga. Hanya perawatan medis gawat darurat yang dapat membantu korban stroke, dan hasil usaha para tenaga ahli hanya akan optimal apabila mereka menolong paling lambat 3 jam setelah serangan. Semoga rangkuman informasi tentang Cara pertolongan pertama pada penderita Stroke yang sering kita dapatkan via broadcast message ini bisa kita pahami bersama dan dapat kita ambil kesimpulan sendiri mana yang benar dan salah. Jangan salah dalam mengambil kesimpulan dan tindakan, karena ini sangat berbahaya bagi penderita stroke dan bahkan bisa jadi tidak tertolong.",1
"Jakarta, Ada perilaku di masyarakat yang menusuk jarum atau menyilet sedikit kulit pada orang yang terkena stroke hingga keluar darahnya. Konon tujuannya untuk memperlancar aliran darah yang tersumbat akibat stroke. bagian yang ditusuk jarum supaya darah keluar itu dilakukan di semua ujung jari atau di telinga. Kemudian ada juga tindakan menarik-narik telinga jika melihat pasien serangan stroke yang mulutnya mencong. Sayangnya, tindakan itu sama sekali belum ada buktinya bahkan cenderung melukai si penderita. Tidak ada bukti empiris perlakukan menusuk jarum atau menarik-narik kuping sebagai pertolongan pertama untuk serangan stroke. Banyak sekali hal-hal di masyarakat yang salah kaprah mengenai berbagai macam cara yang dilakukan saat darurat, misalnya menusuk dengan jarum. Sebetulnya cara ini tidak terbukti secara empiris bisa menyembuhkan fase awal stroke, ujar Dr Manfaluthy Hakim, SpS(K) dari departemen neurologi FKUI saat dihubungi detikHealth, Rabu (4/7/2012). Dr Luthy menuturkan cara yang paling tepat dalam penanganan stroke adalah segera bawa ke rumah sakit, ini karena keberhasilan stroke sangat dipengaruhi oleh waktu. Dr Luthy biasa menyebut golden period untuk stroke adalah 3 jam setelah serangan awal. Jika ditolong dalam waktu golden period ini maka kemungkinan untuk pulihnya lebih besar dibanding orang yang terlambat ditolong, ujar dokter yang lahir di Jakarta 49 tahun silam. Jika mengalami atau melihat gejala seperti ini tiba-tiba mengalami kelumpuhan di salah satu sisi tubuh, bicara pelo, kesemutan di sebelah bagian tubuh atau tidak sadarkan diri sebaiknya langsung di bawa ke rumah sakit untuk ditangani dan diobati. Jangan ditunda tunda lagi atau mencoba menolong mengobati sendiri, karena seberapa cepat pasien itu mendapatkan pertolongan yang benar maka kerusakan di otak akibat stroke bisa diminimalisir. Masyarakat kadang ada yang mengenal istilah stroke ringan jika gejala yang muncul tidak terlalu parah atau hanya sedikit tanda dan gejala yang muncul. Tapi masyarakat sebaiknya tidak menganggap remeh kondisi ini. Kalau di kita nggak ada istilah stroke ringan, sedang atau berat, semuanya sama yaitu stroke dan penanganannya sama. Karena kalau dibilang stroke ringan dan tidak ada penanganan maka bisa menjadi kondisi yang berat, ungkapnya. Misalnya saja penyumbatan di otaknya hanya sedikit tapi jika tidak langsung segera dibawa ke rumah sakit maka bisa menjadi berat, kondisi lainnya seperti pembuluh darah yang pecah sudah meluas bisa membuat pasien tidak tertolong. Dr Luthy mengungkapkan berdasarkan data dari Riskesdas tahun 2007 diketahui bahwa pada usia 55-64 tahun baik masyarakat yang berada di kota maupun desa, stroke merupakan penyebab utama kematian.",0
"ADA beberapa mitos mengenai pencegahan penyakit stroke. Salah satunya adalah menusukkan jarum. dr Frandy Susatia SpS mengatakan bahwa mitos tersebut merupakan hal yang justru bisa membahayakan diri sendiri. Apalagi, jika yang melakukannya juga menderita diabetes. Tidak benar kalau untuk mencegah stroke dengan menusukkan jarum. Itu cuma mitos, katanya di Jakarta, baru-baru ini. Selain menusukkan jarum, mitos lainnya adalah mengguyur kulit saat kepanasan. Namun lagi-lagi, dokter yang praktek di RS Siloam Kebon Jeruk itu menyangkalnya. Tidak benar. Kalau kepanasan, pembuluh darahnya akan menyebar, tapi akan normal lagi ketika panas itu berkurang. Hanya pingsan, tapi tidak stroke, karena pembuluh darahnya sedang uploading, tutupnya.",1
"Garuda News ? Orang yg terkena serangan STROKE yang secara mendadak dan tidak melihat tempat dan kondisi dimana jatuh seperti dari Wc Tempat Kerja maupun di Kamar Tidur, Biasanya orang yang mengalami terkena serangan Stroke secara mendadak itu semua pembuluh darah ke otak perlahan akan pecah bertahap sedikit demi sedikit. dan perlu anda ingat dan ketahui bahwa untuk mengatasi saat terkena serangan stroke secara mendadak dan hal pertama yang anda lakukan ini janganlah gugup / panik. Jika korban berada di tempat kejadian seperti dikamar mandi / ruang tidur / ruang tamu dll. Ingat jangan dipindah-pindahkan ke tempat korban jatuh ke tempat yang lain, karena hal ini dapat memperburuk keadaan si penderita stroke yang menyebabkan terjadinya akan mempercepat pecahnya pembuluh darah di seluruh otak, dan janganlah sampai si penderita stroke ini terjatuh  untuk kedua kalinya. Untuk pertolongan pertama saat terkena serangan Stroke yang tepat yang harus anda lakukan adalah dengan cara dengan mengeluarkan darah korban dengan menggunakan jarum yg telah dibakar dengan syarat kondisi jarum tersebut sudah steril yang kemudian ditusukkan ke setiap ujung jari jempol kedua nya masing-masing sampai darahnya keluar   1-2 tetes. Kalau darahnya tidak keluar dapat dilakukan cara dengan diurut sampai keluar, sesudah itu korban akan sadar setelah beberapa menit kemudian. Jika korban mulutnya miring, tariklah kedua daun telingany sampai merah dan langsung tusuk bagian bawah daun telinga dg jarum steril sampai darah keluar   1-2 tetes. Setelah korban sadar dan mulutnya sudah pulih kembali, barulah dibawa ke dokter Rumah Sakit. Biasanya orang yg terkena STROKE pembuluh darahnya akan lebih cepat pecah karena goncangan dalam perjalanan ke Rumah Sakit atau dokter. Orang tersebut dapat tidak sadar kembali pingsan dan biasanya akan mengalami cacat atau lumpuh. Kita harus ingat mengeluarkan dari jari orang yg terkena Stroke, maka kita sudah bisa menolong orang tersebut dari penyakit STROKE",1
"Saat salah satu anggota keluaraga terserang stroke, biasanya anggota keluarga lain berinsiatif memberi pertolongan pertama. Misalnya, dengan menusuk ujung-ujung jemari penderita dengan jarum untuk mengecek apa ia sudah mati rasa atau belum. Lalu, membuat rapat keluarga dadakan membahas si penderita stroke mau dibawa ke rumah sakit mana dan ke dokter siapa. Inisiatif tersebut, kata Prof. Dr. Dr. Mohammad Hasan Machfoed, Sp.S(K), MS tidak penting! Hal tersebut terungkap dalam talk show Grand Kalbe Academia yang mengusung tema Indonesian Neurologist Forum di Jakarta, Sabtu (4/2) kemarin. Mohammad Hasan mengatakan, begitu salah satu anggota keluarga kena stroke, harus segera dibawa ke dokter spesialis. Jangan kebanyakan berpikir, mengadakan rapat keluarga, menelepon saudara yang dituakan, bla-bla-bla. Itu malah memperburuk keadaan. Stoke tidak bisa ditolong oleh anggota keluarga sendiri. Begini, ketika seseorang kena stroke, otak tiba-tiba kekurangan oksigen dan dalam waktu 10 menit dapat merusak seluruh otak. Setelah 10 menit itu, ia mengalami area panombra yakni antara hidup dan mati. Saat itulah, kita harus memberi pertolongan secara tepat dan hanya dokter spesialis yang bisa melakukannya. Salah memberi pertolongan bisa mengakibatkan nekrosis atau kematian sel pada seluruh jaringan tubuh, ujar Mohammad Hassan kepada tabloidbintang.com. Stroke menyerang pada waktu yang tidak terduga. Ia membawa perubahan yang sifatnya progresif. Cepat sekali. Perubahan yang sangat cepat itu, kata Mohammad Hassan, disebabkan oleh otak yang tiba-tiba kekurangan oksigen. Karena kekurangan oksigen, otak membengkak. Jika tidak cepat ditangani pembengkakan itu menyebabkan penderita meninggal dunia. Proses menuju kematian akan menjadi sangat cepat jika ia jatuh atau mengalami sumbatan di saluran napas. Yang penting, anggota keluarga mesti cermat mendeteksi gejala-gejala yang ganjil sejak dini. Misalnya, bangun tidur bicaranya pelo. Atau tiba-tiba mengalami lumpuh sebelah. Atau kondisi kejiwaanya berubah, mudah lupa, beri tahu Mohammad Hassan. Hal lain yang patut diperhatikan keluarga adalah pada pukul berapa si penderita kena stroke. Misalnya, jam 6 pagi. Anda harus gerak cepat (membawanya ke dokter) dalam waktu kurang dari empat jam setelah jam 6 pagi. Mohammad Hassan menegaskan, empat jam setelah serangan stroke terjadi adalah waktu yang paling krusial. Ia harus mendapat pertolongan yang tepat dan cepat. Jika Anda di Jakarta, Anda bisa membawa pasien ke Rumah Sakit Cipto Mangunkusumo, misalnya. Di sana, memungkinkan pasien menjalani trombolisis (proses penghancuran gumpalan darah-red) yang memungkinkan penderita stroke pulih. Syaratnya, harus mendapat pertolongan kurang dari empat jam, lanjutnya. Mohammad Hassan menilai kesadaran masyarakat Indonesia terhadap bahaya stroke sudah membaik. Namun, harus terus ditingkatkan mengingat stroke masih menjadi penyakit paling mematikan di negara ini. Karenanya, Ketua Perhimpunan Dokter Spesialis Saraf Indonesia itu menyambut baik penyelenggaraan Grand Kalbe Academia 2017. Direktur PT Kalbe Farma Michael Buyung Nugroho menambahkan, Indonesian Neurologist Forum berbicara tentang Neurological Disorder. Gangguan neurologis bisa berujung disabilitas hingga kematian. Kami ingin berkontribusi lebih dalam membangun kompetensi untuk para dokter neurologi baik yang senior maupun junior agar makin memahami neurological disorder. Mengingat penyakit ini berdampak pada penurunan produktivitas pasien dan kualitas hidup keluarga pasien.",0
"Dari catatan yayasan indonesia penyakit stroke adalah penyakit berbahaya ketiga yang banyak menyumbangkan kematian dengan kecenderungan terus meningkat.Apa yang akan anda lakukan jika di sekitar anda ada seseorang dengan tiba-tiba terkena penyakit stroke? Tentu saja, Anda harus bisa berfikir dengan jernih dan tenang agar bisa memberi pertolongan pertama pada si penderita. Berikut ini kami akan memberi tahu bagai mana caranya memberi pertolongan pertama pada penyakit stroke Jangan dipindahkan,Jika anda memindahkan penderita dari tempat asal / tempat semula itu akan membuat kemungkinan pecahnya pembuluh darah halus dalam otak akan semakin cepat terjadi dan tentunya ini akan beresiko. Cukup bantu penderita mengambil posisi untuk duduk supaya tidak terjatuh lagi Tusuk ujung ? ujung jari dengan jarum, dianjurkan menggunakan jarum suntik. Tetapi jika tidak ada maka anda bisa menggunakan jarum lain yang tidak terlalu besar (ex: jarum jahit, jarum pentul) dan tentunya harus dalam kondisi steril dengan cara dibakar. Titik yang harus ditusuk adalah sekitar 1 mm dari ujung kuku. Usahakan agar setidaknya darah bisa menetes sedikit / 1 tetes cukup. Jika tidak bisa, tekan jari jari tersebut. Dalam jangka waktu sekitar 10 menit, penderita akan sadar kembali. Tarik ? tarik dan tusuk daun telinga. Apabila mulut penderita terlihat kurang normal, anda mungkin harus mencoba menarik ? narik kedua telinga penderita tersebut hingga terlihat agak kemerahan. Kemudian, lakukan 2 kali tusukan pada ujung bawah telinga dengan jarum kecil yang sudah disterilkan sehingga darah menetes 2 kali dari dari masing masing daun telinga. Dalam beberapa menit mulut penderita akan kembali normal. Cari pertolongan medis, saat kondisi penderita mulai pulih kembali, segeralah cari pertolongan medis. Bawalah penderita ke dokter terdekat atau rumah sakit terdekat untuk mendapatkan tindakan yang lebih lanjut. Ingat, sebelum 6 jam sejak dihitung sejak serangan, penderita stroke sudah harus mendapat pertolongan medis. Sekian beberapa informasi dan tips tentang Pertolongan Pertama Pada Penderita Stroke, semoga anda dapat memberikan pertolongan pada orang disekitar anda dan membantu menyelamatkan satu nyawa manusia. Semoga artikel ini bermanfaat bagi kita semua",1
"Akupuntur telah digunakan sejak sekitar ribuan tahun sebagai metode penyembuhan, tetapi hanya baru belakangan ini dievaluasi untuk kondisi medis oleh standard yang digunakan pada pengobatan Barat. Salah satunya adalah peran akupuntur sebagai pengobatan stroke.
Apa yang sebaiknya saya ketahui sebelum menjalani akupuntur?
Akupuntur adalah jenis pengobatan timur yang menggunakan jarum khusus, yang disuntikkan ke daerah target pada tubuh untuk meredakan gejala dan penyakit. Beberapa konsekuensi stroke memang mungkin meningkat dengan akupuntur.
Stroke dapat menyebabkan efek samping parah sehingga penderitanya sering mencari setiap pilihan yang memungkinkan untuk memaksimalkan pemulihan saraf. Akupuntur adalah salah satu metode pengobatan alternatif yang dicoba kebanyakan para penderita stroke.
Jika Anda memilih untuk mencoba akupuntur untuk terapi gejala stroke Anda, pastikan untuk memberi tahu dokter Anda. Dapatkan referensi dan pastikan bahwa ahli akupuntur Anda bersertifikat dan berpengalaman.
Apa saja manfaat yang bisa didapat dari pengobatan stroke dengan akupuntur?
1. Mengatasi masalah sulit menelan
Pasca stroke, sulit menelan bisa menjadi masalah dan bahkan bisa menyebabkan tersedak, yang mungkin bisa berbahaya. Sejauh ini, rehabilitasi dan terapi fisik untuk masalah otot dalam menelan yang disebabkan oleh stroke tidak sepenuhnya efektif. Namun, sebuah penelitian pernah dilakukan, melibatkan 120 penderita stroke dengan masalah menelan, dan kemudian membandingkan antara pasien yang menerima terapi menelan dan pasien yang menerima pelatihan menelan sekaligus akupuntur.
Grup yang melakukan terapi menelan dibarengi dengan akupuntur nilainya secara signifikan lebih baik daripada kelompok yang hanya menerima terapi tanpa akupuntur. Tidak ada efek samping tercatat pada kelompok yang menjalani akupuntur.
Hal ini berarti jika Anda memiliki masalah menelan yang tidak sembuh setelah stroke, akupuntur mungkin aman dan merupakan pilihan yang dapat membantu Anda.
2. Mengatasi kekakuan otot (spastisitas)
Spastisitas adalah jenis kekakuan otot yang terjadi pasca stroke. Beberapa penelitian telah mengevaluasi manfaat akupuntur untuk pengobatan spastisitas pasca stroke. Hasil yang diterbitkan dalam jurnal edisi bulan Januari 2015 menunjukkan bahwa akupuntur dibandingkan dengan pengobatan biasa atau akupuntur sham (akupuntur yang sengaja disuntikkan di tempat yang salah untuk tujuan penelitian) secara signifikan menurunkan spastisitas pasca stroke, terutama di pergelangan tangan, lutut dan siku.
3. Membantu penyembuhan pasca stroke
Sebuah artikel yang diterbitkan pada Maret 2015 dalam Jurnal Pengobatan Akupuntur mengevaluasi efek akupuntur pada pemulihan stroke. Para penulis artikel menyimpulkan bahwa secara keseluruhan, akupuntur tampaknya memberi manfaat. Tetapi, karena tidak semua percobaan memiliki kualitas yang sama, mereka tidak yakin bahwa akupuntur bermanfaat untuk penderita stroke. Sejauh ini, tidak ada bukti bahwa akupuntur membantu mencegah stroke atau membantu mengurangi area kerusakan akibat stroke iskemik pada otak. Namun, beberapa percobaan berkualitas tinggi mengevaluasi efek khusus akupuntur pada kemampuan menelan dan spastisitas pasca stroke terlihat menjanjikan.",1
